Time,x,y,Ux,Uy,p,,
0.1,0.02,0.05,-0.093156,0.17463,-0.10176,,
0.1,0.025,0.05,-0.12247,0.17007,-0.094368,,
0.1,0.03,0.05,-0.14801,0.15228,-0.081502,,
0.1,0.035,0.05,-0.16879,0.12451,-0.064229,,
0.1,0.04,0.05,-0.1844,0.089529,-0.043394,,
0.1,0.045,0.05,-0.19474,0.049626,-0.019632,,
0.1,0.05,0.05,-0.19972,0.0067865,0.0064777,,
0.1,0.055,0.05,-0.1992,-0.037107,0.034256,,
0.1,0.06,0.05,-0.19286,-0.080011,0.062786,,
0.1,0.065,0.05,-0.18032,-0.11947,0.090788,,
0.1,0.07,0.05,-0.16125,-0.1524,0.11651,,
0.1,0.075,0.05,-0.13574,-0.175,0.13771,,
0.1,0.08,0.05,-0.10468,-0.1829,0.15185,,
0.1,0.085,0.05,-0.070283,-0.17159,0.15631,,
0.1,0.09,0.05,-0.03705,-0.13747,0.14662,,
0.1,0.095,0.05,-0.012729,-0.079303,0.11788,,
0.1,0.1,0.05,0,0,0.098281,,
0.1,0,0.055,0,0,-0.0935,,
0.1,0.005,0.055,-0.013154,0.093219,-0.11251,,
0.1,0.01,0.055,-0.037166,0.15771,-0.1396,,
0.1,0.015,0.055,-0.069011,0.19379,-0.14771,,
0.1,0.02,0.055,-0.10126,0.20534,-0.1433,,
0.1,0.025,0.055,-0.13016,0.19746,-0.13119,,
0.1,0.03,0.055,-0.15423,0.17504,-0.11334,,
0.1,0.035,0.055,-0.17308,0.14218,-0.091041,,
0.1,0.04,0.055,-0.18689,0.10207,-0.065164,,
0.1,0.045,0.055,-0.19603,0.057111,-0.03624,,
0.1,0.05,0.055,-0.20075,0.0091974,-0.0046642,,
0.1,0.055,0.055,-0.20102,-0.039996,0.029094,,
0.1,0.06,0.055,-0.19648,-0.088644,0.064303,,
0.1,0.065,0.055,-0.18642,-0.1344,0.099776,,
0.1,0.07,0.055,-0.16999,-0.17404,0.13368,,
0.1,0.075,0.055,-0.14652,-0.20317,0.16342,,
0.1,0.08,0.055,-0.11606,-0.21625,0.18578,,
0.1,0.085,0.055,-0.080206,-0.20689,0.19703,,
0.1,0.09,0.055,-0.04359,-0.16911,0.19079,,
0.1,0.095,0.055,-0.015495,-0.099472,0.15986,,
0.1,0.1,0.055,0,0,0.1375,,
0.1,0,0.06,0,0,-0.1533,,
0.1,0.005,0.06,-0.015722,0.11322,-0.17425,,
0.1,0.01,0.06,-0.042591,0.18792,-0.20205,,
0.1,0.015,0.06,-0.076143,0.22644,-0.20587,,
0.1,0.02,0.06,-0.1078,0.23558,-0.19488,,
0.1,0.025,0.06,-0.13404,0.22295,-0.1757,,
0.1,0.03,0.06,-0.15423,0.19512,-0.15098,,
0.1,0.035,0.06,-0.16893,0.1571,-0.12222,,
0.1,0.04,0.06,-0.17911,0.11242,-0.090236,,
0.1,0.045,0.06,-0.18577,0.063444,-0.055341,,
0.1,0.05,0.06,-0.18957,0.011761,-0.017601,,
0.1,0.055,0.06,-0.19068,-0.041372,0.022884,,
0.1,0.06,0.06,-0.18872,-0.094586,0.065741,,
0.1,0.065,0.06,-0.18268,-0.14592,0.11007,,
0.1,0.07,0.06,-0.17109,-0.19227,0.15414,,
0.1,0.075,0.06,-0.15232,-0.2289,0.19513,,
0.1,0.08,0.06,-0.1252,-0.24904,0.22913,,
0.1,0.085,0.06,-0.090057,-0.24405,0.25106,,
0.1,0.09,0.06,-0.051079,-0.2045,0.25175,,
0.1,0.095,0.06,-0.019044,-0.12322,0.22035,,
0.1,0.1,0.06,0,0,0.19547,,
0.1,0,0.065,0,0,-0.23547,,
0.1,0.005,0.065,-0.019302,0.13627,-0.25779,,
0.1,0.01,0.065,-0.049093,0.22044,-0.28372,,
0.1,0.015,0.065,-0.082907,0.25884,-0.27896,,
0.1,0.02,0.065,-0.11122,0.26293,-0.25715,,
0.1,0.025,0.065,-0.13147,0.24375,-0.22748,,
0.1,0.03,0.065,-0.14449,0.20981,-0.19338,,
0.1,0.035,0.065,-0.15215,0.16695,-0.15644,,
0.1,0.04,0.065,-0.15644,0.11883,-0.11727,,
0.1,0.045,0.065,-0.15904,0.067514,-0.075731,,
0.1,0.05,0.065,-0.16106,0.014086,-0.031371,,
0.1,0.055,0.065,-0.16292,-0.040842,0.016289,,
0.1,0.06,0.065,-0.16427,-0.096612,0.067471,,
0.1,0.065,0.065,-0.16391,-0.15196,0.12184,,
0.1,0.07,0.065,-0.1598,-0.2043,0.17809,,
0.1,0.075,0.065,-0.14925,-0.24896,0.23347,,
0.1,0.08,0.065,-0.12942,-0.27824,0.28358,,
0.1,0.085,0.065,-0.098589,-0.28094,0.32182,,
0.1,0.09,0.065,-0.059448,-0.243,0.33527,,
0.1,0.095,0.065,-0.02371,-0.15109,0.30725,,
0.1,0.1,0.065,0,0,0.28093,,
0.1,0,0.07,0,0,-0.35079,,
0.1,0.005,0.07,-0.024497,0.16307,-0.37231,,
0.1,0.01,0.07,-0.056824,0.25432,-0.39019,,
0.1,0.015,0.07,-0.088,0.28824,-0.36906,,
0.1,0.02,0.07,-0.10853,0.28366,-0.32978,,
0.1,0.025,0.07,-0.11805,0.25597,-0.28481,,
0.1,0.03,0.07,-0.11971,0.21562,-0.23816,,
0.1,0.035,0.07,-0.117,0.16891,-0.19118,,
0.1,0.04,0.07,-0.11293,0.11922,-0.14386,,
0.1,0.045,0.07,-0.10981,0.068006,-0.095332,,
0.1,0.05,0.07,-0.1091,0.01562,-0.044335,,
0.1,0.055,0.07,-0.11145,-0.038144,0.010442,,
0.1,0.06,0.07,-0.11665,-0.093531,0.070102,,
0.1,0.065,0.07,-0.1235,-0.15027,0.13523,,
0.1,0.07,0.07,-0.12961,-0.20678,0.20543,,
0.1,0.075,0.07,-0.13138,-0.25908,0.27862,,
0.1,0.08,0.07,-0.12413,-0.29924,0.35048,,
0.1,0.085,0.07,-0.10323,-0.31376,0.41314,,
0.1,0.09,0.07,-0.06815,-0.28289,0.44918,,
0.1,0.095,0.07,-0.0299,-0.18355,0.43302,,
0.1,0.1,0.07,0,0,0.4086,,
0.1,0,0.075,0,0,-0.51914,,
0.1,0.005,0.075,-0.031905,0.19436,-0.53338,,
0.1,0.01,0.075,-0.064985,0.28724,-0.52885,,
0.1,0.015,0.075,-0.08786,0.30989,-0.47736,,
0.1,0.02,0.075,-0.093691,0.29228,-0.41051,,
0.1,0.025,0.075,-0.086343,0.25461,-0.34388,,
0.1,0.03,0.075,-0.071965,0.20854,-0.28109,,
0.1,0.035,0.075,-0.05567,0.16004,-0.22239,,
0.1,0.04,0.075,-0.041192,0.11157,-0.16648,,
0.1,0.045,0.075,-0.031068,0.063656,-0.11125,,
0.1,0.05,0.075,-0.02686,0.01574,-0.054313,,
0.1,0.055,0.075,-0.029339,-0.033238,0.006753,,
0.1,0.06,0.075,-0.038506,-0.084469,0.074226,,
0.1,0.065,0.075,-0.05344,-0.13883,0.15003,,
0.1,0.07,0.075,-0.071944,-0.19619,0.23531,,
0.1,0.075,0.075,-0.090069,-0.2541,0.32963,,
0.1,0.08,0.075,-0.10167,-0.30565,0.42999,,
0.1,0.085,0.075,-0.09868,-0.3363,0.52852,,
0.1,0.09,0.075,-0.075173,-0.32041,0.60361,,
0.1,0.095,0.075,-0.037725,-0.22065,0.61753,,
0.1,0.1,0.075,0,0,0.60377,,
0.1,0,0.08,0,0,-0.7776,,
0.1,0.005,0.08,-0.040941,0.23044,-0.7674,,
0.1,0.01,0.08,-0.069342,0.31369,-0.70856,,
0.1,0.015,0.08,-0.073432,0.31551,-0.6029,,
0.1,0.02,0.08,-0.0548,0.28104,-0.49429,,
0.1,0.025,0.08,-0.023849,0.23379,-0.39835,,
0.1,0.03,0.08,0.010377,0.18472,-0.31605,,
0.1,0.035,0.08,0.042003,0.13804,-0.24481,,
0.1,0.04,0.08,0.067474,0.094604,-0.1809,,
0.1,0.045,0.08,0.084718,0.053715,-0.12032,,
0.1,0.05,0.08,0.09255,0.013965,-0.059154,,
0.1,0.055,0.08,0.09031,-0.026391,0.0063511,,
0.1,0.06,0.08,0.077747,-0.069272,0.079886,,
0.1,0.065,0.08,0.055157,-0.11658,0.16511,,
0.1,0.07,0.08,0.023835,-0.16978,0.26548,,
0.1,0.075,0.08,-0.013073,-0.22876,0.38362,,
0.1,0.08,0.08,-0.0493,-0.28937,0.52005,,
0.1,0.085,0.08,-0.074191,-0.33879,0.66969,,
0.1,0.09,0.08,-0.074471,-0.34798,0.81034,,
0.1,0.095,0.08,-0.045535,-0.26131,0.89188,,
0.1,0.1,0.08,0,0,0.90975,,
0.1,0,0.085,0,0,-1.2058,,
0.1,0.005,0.085,-0.045464,0.26855,-1.124,,
0.1,0.01,0.085,-0.055598,0.32118,-0.93667,,
0.1,0.015,0.085,-0.023476,0.29157,-0.73785,,
0.1,0.02,0.085,0.030648,0.2403,-0.57029,,
0.1,0.025,0.085,0.089369,0.18831,-0.43802,,
0.1,0.03,0.085,0.14339,0.14214,-0.33477,,
0.1,0.035,0.085,0.18832,0.1027,-0.25238,,
0.1,0.04,0.085,0.22228,0.068798,-0.18303,,
0.1,0.045,0.085,0.2446,0.038625,-0.12004,,
0.1,0.05,0.085,0.25499,0.010262,-0.057749,,
0.1,0.055,0.085,0.25318,-0.018251,0.0090122,,
0.1,0.06,0.085,0.23873,-0.049028,0.085386,,
0.1,0.065,0.085,0.21109,-0.084453,0.177,,
0.1,0.07,0.085,0.16993,-0.12717,0.29037,,
0.1,0.075,0.085,0.11613,-0.17957,0.43302,,
0.1,0.08,0.085,0.053417,-0.24186,0.61223,,
0.1,0.085,0.085,-0.0085738,-0.30729,0.83109,,
0.1,0.09,0.085,-0.050083,-0.35085,1.0798,,
0.1,0.095,0.085,-0.045334,-0.30015,1.3114,,
0.1,0.1,0.085,0,0,1.4136,,
0.1,0,0.09,0,0,-2.0078,,
0.1,0.005,0.09,-0.015668,0.28793,-1.7132,,
0.1,0.01,0.09,0.018953,0.28549,-1.2005,,
0.1,0.015,0.09,0.10787,0.22364,-0.84195,,
0.1,0.02,0.09,0.20143,0.16575,-0.60406,,
0.1,0.025,0.09,0.28185,0.12011,-0.4384,,
0.1,0.03,0.09,0.34645,0.085489,-0.32121,,
0.1,0.035,0.09,0.39572,0.059156,-0.23541,,
0.1,0.04,0.09,0.43088,0.038431,-0.16768,,
0.1,0.045,0.09,0.45319,0.021122,-0.1085,,
0.1,0.05,0.09,0.46351,0.0054769,-0.050755,,
0.1,0.055,0.09,0.46208,-0.010052,0.011595,,
0.1,0.06,0.09,0.4484,-0.027082,0.084626,,
0.1,0.065,0.09,0.4212,-0.047606,0.1755,,
0.1,0.07,0.09,0.37849,-0.074343,0.29388,,
0.1,0.075,0.09,0.31789,-0.111,0.45348,,
0.1,0.08,0.09,0.2375,-0.16187,0.67231,,
0.1,0.085,0.09,0.13855,-0.22951,0.97351,,
0.1,0.09,0.09,0.039046,-0.30382,1.4027,,
0.1,0.095,0.09,-0.0059243,-0.3119,1.9922,,
0.1,0.1,0.09,0,0,2.327,,
0.1,0,0.095,0,0,-3.4531,,
0.1,0.005,0.095,0.18094,0.21261,-2.6454,,
0.1,0.01,0.095,0.27812,0.17737,-1.4234,,
0.1,0.015,0.095,0.4088,0.11853,-0.82332,,
0.1,0.02,0.095,0.51166,0.077431,-0.53233,,
0.1,0.025,0.095,0.5837,0.050875,-0.36188,,
0.1,0.03,0.095,0.63458,0.033547,-0.25457,,
0.1,0.035,0.095,0.67031,0.0219,-0.18322,,
0.1,0.04,0.095,0.69438,0.01361,-0.13028,,
0.1,0.045,0.095,0.70903,0.00719,-0.085022,,
0.1,0.05,0.095,0.71556,0.0016573,-0.04041,,
0.1,0.055,0.095,0.71442,-0.0037452,0.0091175,,
0.1,0.06,0.095,0.70527,-0.0097751,0.069136,,
0.1,0.065,0.095,0.68689,-0.017436,0.14667,,
0.1,0.07,0.095,0.65686,-0.028329,0.25249,,
0.1,0.075,0.095,0.61117,-0.045175,0.40479,,
0.1,0.08,0.095,0.54288,-0.072486,0.63403,,
0.1,0.085,0.095,0.44027,-0.11697,1.002,,
0.1,0.09,0.095,0.30353,-0.18211,1.6963,,
0.1,0.095,0.095,0.19605,-0.22223,3.0238,,
0.1,0.1,0.095,0,0,3.8863,,
0.1,0,0.1,0.5,0,-4.3667,,
0.1,0.005,0.1,1,0,-3.2057,,
0.1,0.01,0.1,1,0,-1.5093,,
0.1,0.015,0.1,1,0,-0.76872,,
0.1,0.02,0.1,1,0,-0.461,,
0.1,0.025,0.1,1,0,-0.29952,,
0.1,0.03,0.1,1,0,-0.20559,,
0.1,0.035,0.1,1,0,-0.14726,,
0.1,0.04,0.1,1,0,-0.10574,,
0.1,0.045,0.1,1,0,-0.070385,,
0.1,0.05,0.1,1,0,-0.03476,,
0.1,0.055,0.1,1,0,0.0059975,,
0.1,0.06,0.1,1,0,0.056742,,
0.1,0.065,0.1,1,0,0.12382,,
0.1,0.07,0.1,1,0,0.2177,,
0.1,0.075,0.1,1,0,0.35781,,
0.1,0.08,0.1,1,0,0.5806,,
0.1,0.085,0.1,1,0,0.97227,,
0.1,0.09,0.1,1,0,1.8185,,
0.1,0.095,0.1,1,0,3.6298,,
0.1,0.1,0.1,0.5,0,4.8485,,
0.1,0,0,0,0,-2.23E-08,,0.01
0.1,0.005,0,0,0,-0.0028662,,0.01
0.1,0.01,0,0,0,-0.0092342,,0.01
0.1,0.015,0,0,0,-0.015397,,0.01
0.1,0.02,0,0,0,-0.019019,,0.01
0.1,0.025,0,0,0,-0.018863,,0.01
0.1,0.03,0,0,0,-0.014518,,0.01
0.1,0.035,0,0,0,-0.0061781,,0.01
0.1,0.04,0,0,0,0.0055441,,0.01
0.1,0.045,0,0,0,0.019743,,0.01
0.1,0.05,0,0,0,0.03531,,0.01
0.1,0.055,0,0,0,0.051008,,0.01
0.1,0.06,0,0,0,0.065553,,0.01
0.1,0.065,0,0,0,0.077708,,0.01
0.1,0.07,0,0,0,0.086405,,0.01
0.1,0.075,0,0,0,0.0909,,0.01
0.1,0.08,0,0,0,0.090958,,0.01
0.1,0.085,0,0,0,0.087059,,0.01
0.1,0.09,0,0,0,0.080615,,0.01
0.1,0.095,0,0,0,0.074134,,0.01
0.1,0.1,0,0,0,0.07127,,0.01
0.1,0,0.005,0,0,0.0028411,,0.01
0.1,0.005,0.005,-0.00031883,0.00033061,-6.60E-05,,0.01
0.1,0.01,0.005,-0.0020532,0.0014635,-0.0060932,,0.01
0.1,0.015,0.005,-0.0054315,0.0024872,-0.011454,,0.01
0.1,0.02,0.005,-0.0099571,0.0031269,-0.014421,,0.01
0.1,0.025,0.005,-0.015039,0.0033473,-0.014037,,0.01
0.1,0.03,0.005,-0.020103,0.0031841,-0.0099464,,0.01
0.1,0.035,0.005,-0.024635,0.0026996,-0.0023065,,0.01
0.1,0.04,0.005,-0.028213,0.0019655,0.0083507,,0.01
0.1,0.045,0.005,-0.030523,0.0010563,0.021226,,0.01
0.1,0.05,0.005,-0.031361,4.91E-05,0.03533,,0.01
0.1,0.055,0.005,-0.030642,-0.00097455,0.049555,,0.01
