Time,x,y,z,Ux,Uy,h
3,0.55,1,0,0.099871,0,0.010002
3,0.6,1,0,0.099637,0,0.010007
3,0.65,1,0,0.09924,0,0.01002
3,0.7,1,0,0.098945,0,0.010033
3,0.75,1,0,0.099109,0,0.010026
3,0.8,1,0,0.099817,0,0.0099923
3,0.85,1,0,0.10066,0,0.0099576
3,0.9,1,0,0.101,0,0.0099522
3,0.95,1,0,0.10053,0,0.0099691
3,1,1,0,0.10009,0,0.0099795
3,0,0,0,0.10029,0,0.0099106
3,0.05,0,0,0.10002,0,0.009931
3,0.1,0,0,0.09951,0,0.0099702
3,0.15,0,0,0.099046,0,0.010004
3,0.2,0,0,0.098762,0,0.010026
3,0.25,0,0,0.09882,0,0.010035
3,0.3,0,0,0.099065,0,0.010034
3,0.35,0,0,0.099332,0,0.010029
3,0.4,0,0,0.099577,0,0.010021
3,0.45,0,0,0.099781,0,0.010012
3,0.5,0,0,0.099895,0,0.010006
3,0.55,0,0,0.099868,0,0.010004
3,0.6,0,0,0.099642,0,0.01001
3,0.65,0,0,0.099255,0,0.010023
3,0.7,0,0,0.098971,0,0.010035
3,0.75,0,0,0.099146,0,0.010028
3,0.8,0,0,0.099862,0,0.0099938
3,0.85,0,0,0.10072,0,0.0099586
3,0.9,0,0,0.10107,0,0.0099528
3,0.95,0,0,0.10061,0,0.0099694
3,1,0,0,0.1002,0,0.0099797
4,0,1,0,0.10005,0,0.010018
4,0.05,1,0,0.10002,0,0.010016
4,0.1,1,0,0.099881,0,0.010013
4,0.15,1,0,0.099914,0,0.010012
4,0.2,1,0,0.10016,0,0.010014
4,0.25,1,0,0.10025,0,0.010016
4,0.3,1,0,0.10013,0,0.010018
4,0.35,1,0,0.099757,0,0.010018
4,0.4,1,0,0.099156,0,0.01002
4,0.45,1,0,0.098627,0,0.010019
4,0.5,1,0,0.098587,0,0.010004
4,0.55,1,0,0.099128,0,0.0099755
4,0.6,1,0,0.099808,0,0.009951
4,0.65,1,0,0.10011,0,0.0099497
4,0.7,1,0,0.10001,0,0.0099692
4,0.75,1,0,0.099795,0,0.0099887
4,0.8,1,0,0.099725,0,0.0099976
4,0.85,1,0,0.099871,0,0.0099983
4,0.9,1,0,0.10003,0,0.0099952
4,0.95,1,0,0.10005,0,0.0099943
4,1,1,0,0.10003,0,0.0099951
4,0,0,0,0.10002,0,0.010021
4,0.05,0,0,0.099997,0,0.010018
4,0.1,0,0,0.099854,0,0.010015
4,0.15,0,0,0.099884,0,0.010015
4,0.2,0,0,0.10013,0,0.010016
4,0.25,0,0,0.10022,0,0.010019
4,0.3,0,0,0.1001,0,0.010019
4,0.35,0,0,0.099734,0,0.01002
4,0.4,0,0,0.099144,0,0.010021
4,0.45,0,0,0.098624,0,0.01002
4,0.5,0,0,0.098593,0,0.010005
4,0.55,0,0,0.09914,0,0.0099765
4,0.6,0,0,0.099824,0,0.009952
4,0.65,0,0,0.10014,0,0.0099508
4,0.7,0,0,0.10004,0,0.0099701
4,0.75,0,0,0.099836,0,0.0099894
4,0.8,0,0,0.099778,0,0.0099979
4,0.85,0,0,0.099942,0,0.0099983
4,0.9,0,0,0.10011,0,0.0099951
4,0.95,0,0,0.10014,0,0.0099942
4,1,0,0,0.10013,0,0.009995
5,0,1,0,0.099952,0,0.0099997
5,0.05,1,0,0.10005,0,0.009999
5,0.1,1,0,0.10001,0,0.010001
5,0.15,1,0,0.099635,0,0.010008
5,0.2,1,0,0.099373,0,0.010015
5,0.25,1,0,0.099533,0,0.010009
5,0.3,1,0,0.10004,0,0.0099905
5,0.35,1,0,0.1006,0,0.0099706
5,0.4,1,0,0.10084,0,0.009963
5,0.45,1,0,0.10068,0,0.0099676
5,0.5,1,0,0.10039,0,0.0099738
5,0.55,1,0,0.10025,0,0.0099777
5,0.6,1,0,0.10027,0,0.0099822
5,0.65,1,0,0.10035,0,0.0099887
5,0.7,1,0,0.10032,0,0.009997
5,0.75,1,0,0.10012,0,0.010002
5,0.8,1,0,0.099779,0,0.010002
5,0.85,1,0,0.099337,0,0.010001
5,0.9,1,0,0.098872,0,0.0099988
5,0.95,1,0,0.098463,0,0.0099985
5,1,1,0,0.098272,0,0.0099997
5,0,0,0,0.099937,0,0.010002
5,0.05,0,0,0.10004,0,0.010001
5,0.1,0,0,0.1,0,0.010002
5,0.15,0,0,0.09963,0,0.01001
5,0.2,0,0,0.099364,0,0.010016
5,0.25,0,0,0.099523,0,0.010011
5,0.3,0,0,0.10003,0,0.0099917
5,0.35,0,0,0.10059,0,0.0099717
5,0.4,0,0,0.10083,0,0.009964
5,0.45,0,0,0.10068,0,0.0099685
5,0.5,0,0,0.1004,0,0.0099747
5,0.55,0,0,0.10026,0,0.0099785
5,0.6,0,0,0.10029,0,0.0099828
5,0.65,0,0,0.10037,0,0.0099894
5,0.7,0,0,0.10035,0,0.0099978
5,0.75,0,0,0.10016,0,0.010003
5,0.8,0,0,0.099824,0,0.010002
5,0.85,0,0,0.099395,0,0.010001
5,0.9,0,0,0.098941,0,0.0099991
5,0.95,0,0,0.098557,0,0.0099985
5,1,0,0,0.09839,0,0.0099997
6,0,1,0,0.10012,0,0.010005
6,0.05,1,0,0.10032,0,0.0099983
6,0.1,1,0,0.10071,0,0.0099863
6,0.15,1,0,0.10084,0,0.0099806
6,0.2,1,0,0.10054,0,0.0099856
6,0.25,1,0,0.10013,0,0.0099957
6,0.3,1,0,0.099849,0,0.010005
6,0.35,1,0,0.099654,0,0.010013
6,0.4,1,0,0.099506,0,0.01002
6,0.45,1,0,0.099394,0,0.010028
6,0.5,1,0,0.099298,0,0.010035
6,0.55,1,0,0.099241,0,0.010038
6,0.6,1,0,0.099218,0,0.010037
6,0.65,1,0,0.099232,0,0.010035
6,0.7,1,0,0.099329,0,0.010033
6,0.75,1,0,0.099506,0,0.010029
6,0.8,1,0,0.099776,0,0.01002
6,0.85,1,0,0.10009,0,0.010005
6,0.9,1,0,0.10032,0,0.0099907
6,0.95,1,0,0.10054,0,0.0099875
6,1,1,0,0.10066,0,0.0099895
6,0,0,0,0.10011,0,0.010005
6,0.05,0,0,0.10032,0,0.0099989
6,0.1,0,0,0.10072,0,0.0099869
6,0.15,0,0,0.10085,0,0.0099813
6,0.2,0,0,0.10054,0,0.0099864
6,0.25,0,0,0.10013,0,0.0099964
6,0.3,0,0,0.09985,0,0.010006
6,0.35,0,0,0.099656,0,0.010013
6,0.4,0,0,0.099509,0,0.010021
6,0.45,0,0,0.099395,0,0.010029
6,0.5,0,0,0.099298,0,0.010036
6,0.55,0,0,0.099244,0,0.010039
6,0.6,0,0,0.099224,0,0.010038
6,0.65,0,0,0.099242,0,0.010036
6,0.7,0,0,0.099346,0,0.010034
6,0.75,0,0,0.099531,0,0.010029
6,0.8,0,0,0.099812,0,0.01002
6,0.85,0,0,0.10014,0,0.010005
6,0.9,0,0,0.10039,0,0.009991
6,0.95,0,0,0.10063,0,0.0099877
6,1,0,0,0.10078,0,0.0099896
7,0,1,0,0.099815,0,0.010016
7,0.05,1,0,0.09957,0,0.010017
7,0.1,1,0,0.099273,0,0.010019
7,0.15,1,0,0.099288,0,0.010021
7,0.2,1,0,0.099425,0,0.010023
7,0.25,1,0,0.099573,0,0.010025
7,0.3,1,0,0.099771,0,0.010023
7,0.35,1,0,0.10003,0,0.010017
7,0.4,1,0,0.10025,0,0.010011
7,0.45,1,0,0.10038,0,0.010006
7,0.5,1,0,0.1004,0,0.010003
7,0.55,1,0,0.10038,0,0.01
7,0.6,1,0,0.1004,0,0.0099965
7,0.65,1,0,0.10043,0,0.0099917
7,0.7,1,0,0.10038,0,0.0099896
7,0.75,1,0,0.10022,0,0.0099919
7,0.8,1,0,0.10002,0,0.0099982
7,0.85,1,0,0.099839,0,0.010004
7,0.9,1,0,0.099689,0,0.010006
7,0.95,1,0,0.09955,0,0.010004
7,1,1,0,0.099473,0,0.010002
7,0,0,0,0.099807,0,0.010017
7,0.05,0,0,0.099562,0,0.010018
7,0.1,0,0,0.099265,0,0.01002
7,0.15,0,0,0.099283,0,0.010022
7,0.2,0,0,0.099423,0,0.010024
7,0.25,0,0,0.099572,0,0.010026
7,0.3,0,0,0.099774,0,0.010023
7,0.35,0,0,0.10003,0,0.010017
7,0.4,0,0,0.10025,0,0.010011
7,0.45,0,0,0.10037,0,0.010007
7,0.5,0,0,0.10039,0,0.010004
7,0.55,0,0,0.10037,0,0.010002
7,0.6,0,0,0.10039,0,0.0099977
7,0.65,0,0,0.10043,0,0.009993
7,0.7,0,0,0.10039,0,0.0099908
7,0.75,0,0,0.10024,0,0.0099929
7,0.8,0,0,0.10006,0,0.0099992
7,0.85,0,0,0.099887,0,0.010004
7,0.9,0,0,0.099753,0,0.010006
7,0.95,0,0,0.099642,0,0.010004
7,1,0,0,0.099592,0,0.010002
8,0,1,0,0.099969,0,0.010015
8,0.05,1,0,0.10014,0,0.01001
8,0.1,1,0,0.10032,0,0.01
8,0.15,1,0,0.10031,0,0.0099934
8,0.2,1,0,0.10028,0,0.0099923
8,0.25,1,0,0.10022,0,0.0099958
8,0.3,1,0,0.10012,0,0.010001
8,0.35,1,0,0.10003,0,0.010003
8,0.4,1,0,0.09997,0,0.0099998
8,0.45,1,0,0.099932,0,0.0099944
8,0.5,1,0,0.099896,0,0.0099915
8,0.55,1,0,0.099849,0,0.0099921
8,0.6,1,0,0.099801,0,0.0099953
8,0.65,1,0,0.099805,0,0.0099995
8,0.7,1,0,0.099886,0,0.010003
8,0.75,1,0,0.10003,0,0.010005
8,0.8,1,0,0.10019,0,0.010003
8,0.85,1,0,0.1003,0,0.010001
8,0.9,1,0,0.10036,0,0.0099994
8,0.95,1,0,0.10036,0,0.0099994
8,1,1,0,0.10033,0,0.0099995
8,0,0,0,0.099959,0,0.010016
8,0.05,0,0,0.10013,0,0.010011
8,0.1,0,0,0.1003,0,0.010002
8,0.15,0,0,0.10028,0,0.0099949
8,0.2,0,0,0.10025,0,0.0099939
8,0.25,0,0,0.1002,0,0.0099975
8,0.3,0,0,0.10011,0,0.010002
8,0.35,0,0,0.10002,0,0.010005
8,0.4,0,0,0.099958,0,0.010002
8,0.45,0,0,0.099922,0,0.0099961
8,0.5,0,0,0.09989,0,0.009993
8,0.55,0,0,0.099845,0,0.0099934
8,0.6,0,0,0.099798,0,0.0099966
8,0.65,0,0,0.099805,0,0.010001
8,0.7,0,0,0.099893,0,0.010004
8,0.75,0,0,0.10005,0,0.010006
8,0.8,0,0,0.10022,0,0.010004
8,0.85,0,0,0.10035,0,0.010001
8,0.9,0,0,0.10043,0,0.0099996
8,0.95,0,0,0.10045,0,0.0099996
8,1,0,0,0.10045,0,0.0099997
9,0,1,0,0.10001,0,0.0099886
9,0.05,1,0,0.099945,0,0.0099905
9,0.1,1,0,0.099968,0,0.0099921
9,0.15,1,0,0.10004,0,0.0099895
9,0.2,1,0,0.099974,0,0.0099852
9,0.25,1,0,0.099893,0,0.0099835
9,0.3,1,0,0.099837,0,0.0099868
9,0.35,1,0,0.099793,0,0.0099943
9,0.4,1,0,0.099751,0,0.010003
9,0.45,1,0,0.099717,0,0.010009
9,0.5,1,0,0.099731,0,0.010013
9,0.55,1,0,0.09982,0,0.010013
9,0.6,1,0,0.09995,0,0.010012
9,0.65,1,0,0.10007,0,0.010012
9,0.7,1,0,0.10014,0,0.010012
9,0.75,1,0,0.10018,0,0.01001
9,0.8,1,0,0.10019,0,0.010006
9,0.85,1,0,0.10018,0,0.010001
9,0.9,1,0,0.10011,0,0.0099982
9,0.95,1,0,0.099997,0,0.0099975
9,1,1,0,0.099936,0,0.0099978
9,0,0,0,0.099988,0,0.0099907
9,0.05,0,0,0.099925,0,0.0099925
9,0.1,0,0,0.099944,0,0.0099941
9,0.15,0,0,0.10001,0,0.0099916
9,0.2,0,0,0.099947,0,0.0099872
9,0.25,0,0,0.099868,0,0.0099853
9,0.3,0,0,0.099814,0,0.0099887
9,0.35,0,0,0.099775,0,0.0099962
9,0.4,0,0,0.099741,0,0.010005
9,0.45,0,0,0.099715,0,0.010011
9,0.5,0,0,0.099734,0,0.010014
9,0.55,0,0,0.099827,0,0.010014
9,0.6,0,0,0.099962,0,0.010013
9,0.65,0,0,0.10008,0,0.010013
9,0.7,0,0,0.10016,0,0.010013
9,0.75,0,0,0.1002,0,0.010011
9,0.8,0,0,0.10022,0,0.010007
9,0.85,0,0,0.10023,0,0.010002
9,0.9,0,0,0.10017,0,0.009999
9,0.95,0,0,0.10009,0,0.0099979
9,1,0,0,0.10006,0,0.0099981
10,0,1,0,0.099829,0,0.010018
10,0.05,1,0,0.099674,0,0.010022
10,0.1,1,0,0.09947,0,0.01003
10,0.15,1,0,0.09952,0,0.010037
10,0.2,1,0,0.099705,0,0.010037
10,0.25,1,0,0.099838,0,0.010032
10,0.3,1,0,0.099921,0,0.010024
10,0.35,1,0,0.10002,0,0.010015
10,0.4,1,0,0.10016,0,0.010007
10,0.45,1,0,0.10029,0,0.01
10,0.5,1,0,0.10037,0,0.0099944
10,0.55,1,0,0.10038,0,0.0099891
10,0.6,1,0,0.10034,0,0.009985
10,0.65,1,0,0.10025,0,0.0099833
10,0.7,1,0,0.10014,0,0.0099844
10,0.75,1,0,0.10002,0,0.0099874
10,0.8,1,0,0.09995,0,0.0099898
10,0.85,1,0,0.09995,0,0.0099908
10,0.9,1,0,0.09999,0,0.0099916
10,0.95,1,0,0.10003,0,0.0099941
10,1,1,0,0.10004,0,0.0099961
10,0,0,0,0.099811,0,0.010019
10,0.05,0,0,0.099658,0,0.010023
10,0.1,0,0,0.099455,0,0.010032
10,0.15,0,0,0.099501,0,0.010038
10,0.2,0,0,0.099684,0,0.010039
10,0.25,0,0,0.099818,0,0.010034
10,0.3,0,0,0.099904,0,0.010025
10,0.35,0,0,0.10001,0,0.010016
10,0.4,0,0,0.10015,0,0.010008
10,0.45,0,0,0.10029,0,0.010002
10,0.5,0,0,0.10038,0,0.0099958
10,0.55,0,0,0.10039,0,0.0099905
10,0.6,0,0,0.10036,0,0.0099864
10,0.65,0,0,0.10028,0,0.0099845
10,0.7,0,0,0.10016,0,0.0099855
10,0.75,0,0,0.10005,0,0.0099883
10,0.8,0,0,0.099989,0,0.0099906
10,0.85,0,0,0.1,0,0.0099914
10,0.9,0,0,0.10006,0,0.0099919
10,0.95,0,0,0.10012,0,0.0099943
10,1,0,0,0.10016,0,0.0099962
11,0,1,0,0.10002,0,0.010003
11,0.05,1,0,0.10024,0,0.0099978
11,0.1,1,0,0.10042,0,0.0099899
11,0.15,1,0,0.10035,0,0.0099859
11,0.2,1,0,0.10038,0,0.0099848
11,0.25,1,0,0.1005,0,0.0099851
11,0.3,1,0,0.10054,0,0.0099865
11,0.35,1,0,0.10046,0,0.009989
11,0.4,1,0,0.10031,0,0.0099934
11,0.45,1,0,0.10019,0,0.009999
11,0.5,1,0,0.10015,0,0.010005
11,0.55,1,0,0.10017,0,0.010009
11,0.6,1,0,0.10021,0,0.01001
11,0.65,1,0,0.10024,0,0.010008
11,0.7,1,0,0.10023,0,0.010006
11,0.75,1,0,0.10016,0,0.010006
11,0.8,1,0,0.10007,0,0.010007
11,0.85,1,0,0.1,0,0.010007
11,0.9,1,0,0.099991,0,0.010006
11,0.95,1,0,0.10002,0,0.010003
11,1,1,0,0.10003,0,0.010002
11,0,0,0,0.10001,0,0.010004
11,0.05,0,0,0.10023,0,0.0099991
11,0.1,0,0,0.10041,0,0.0099913
11,0.15,0,0,0.10034,0,0.0099872
11,0.2,0,0,0.10037,0,0.0099862
11,0.25,0,0,0.10049,0,0.0099865
11,0.3,0,0,0.10053,0,0.0099878
11,0.35,0,0,0.10045,0,0.0099902
11,0.4,0,0,0.10031,0,0.0099944
11,0.45,0,0,0.10019,0,0.01
11,0.5,0,0,0.10015,0,0.010006
11,0.55,0,0,0.10018,0,0.01001
11,0.6,0,0,0.10023,0,0.010011
11,0.65,0,0,0.10027,0,0.010009
11,0.7,0,0,0.10026,0,0.010007
11,0.75,0,0,0.1002,0,0.010007
11,0.8,0,0,0.10012,0,0.010007
11,0.85,0,0,0.10005,0,0.010008
11,0.9,0,0,0.10005,0,0.010007
11,0.95,0,0,0.10011,0,0.010004
11,1,0,0,0.10015,0,0.010002
12,0,1,0,0.10005,0,0.0099867
12,0.05,1,0,0.10005,0,0.0099879
12,0.1,1,0,0.10016,0,0.0099895
12,0.15,1,0,0.10019,0,0.0099903
12,0.2,1,0,0.099999,0,0.0099913
12,0.25,1,0,0.09986,0,0.009992
12,0.3,1,0,0.099903,0,0.0099916
12,0.35,1,0,0.10003,0,0.00999
12,0.4,1,0,0.10013,0,0.0099881
12,0.45,1,0,0.10013,0,0.0099874
12,0.5,1,0,0.10005,0,0.0099891
12,0.55,1,0,0.099972,0,0.0099931
12,0.6,1,0,0.099931,0,0.0099972
12,0.65,1,0,0.099938,0,0.0099995
12,0.7,1,0,0.099969,0,0.01
12,0.75,1,0,0.1,0,0.0099994
12,0.8,1,0,0.10005,0,0.0099986
12,0.85,1,0,0.10011,0,0.0099979
12,0.9,1,0,0.10018,0,0.0099976
12,0.95,1,0,0.10026,0,0.0099982
12,1,1,0,0.1003,0,0.0099988
12,0,0,0,0.10004,0,0.0099876
12,0.05,0,0,0.10004,0,0.0099888
12,0.1,0,0,0.10015,0,0.0099903
12,0.15,0,0,0.10019,0,0.0099912
12,0.2,0,0,0.099993,0,0.0099923
12,0.25,0,0,0.099853,0,0.0099931
12,0.3,0,0,0.099897,0,0.0099926
12,0.35,0,0,0.10003,0,0.0099909
12,0.4,0,0,0.10012,0,0.0099891
12,0.45,0,0,0.10012,0,0.0099884
12,0.5,0,0,0.10005,0,0.0099901
12,0.55,0,0,0.099968,0,0.009994
12,0.6,0,0,0.099935,0,0.0099981
12,0.65,0,0,0.099952,0,0.010001
12,0.7,0,0,0.099993,0,0.010001
12,0.75,0,0,0.10004,0,0.01
12,0.8,0,0,0.10009,0,0.0099994
12,0.85,0,0,0.10016,0,0.0099986
12,0.9,0,0,0.10025,0,0.0099981
12,0.95,0,0,0.10035,0,0.0099984
12,1,0,0,0.10041,0,0.0099989
13,0,1,0,0.10004,0,0.0099999
13,0.05,1,0,0.099955,0,0.010001
13,0.1,1,0,0.099874,0,0.010002
13,0.15,1,0,0.099989,0,0.010003
13,0.2,1,0,0.10011,0,0.010004
13,0.25,1,0,0.10003,0,0.010008
13,0.3,1,0,0.099849,0,0.010012
13,0.35,1,0,0.099752,0,0.010015
13,0.4,1,0,0.099792,0,0.010016
13,0.45,1,0,0.099909,0,0.010014
13,0.5,1,0,0.1,0,0.01001
13,0.55,1,0,0.10004,0,0.010006
13,0.6,1,0,0.10005,0,0.010001
13,0.65,1,0,0.1001,0,0.0099974
13,0.7,1,0,0.10016,0,0.0099951
13,0.75,1,0,0.10018,0,0.0099947
13,0.8,1,0,0.10015,0,0.0099959
13,0.85,1,0,0.10009,0,0.009998
13,0.9,1,0,0.10003,0,0.0099997
13,0.95,1,0,0.099998,0,0.01
13,1,1,0,0.09999,0,0.01
13,0,0,0,0.10003,0,0.010001
13,0.05,0,0,0.099944,0,0.010002
13,0.1,0,0,0.099861,0,0.010003
13,0.15,0,0,0.099976,0,0.010004
13,0.2,0,0,0.1001,0,0.010005
13,0.25,0,0,0.10002,0,0.010009
13,0.3,0,0,0.099842,0,0.010013
13,0.35,0,0,0.099748,0,0.010016
13,0.4,0,0,0.099787,0,0.010017
13,0.45,0,0,0.099903,0,0.010015
13,0.5,0,0,0.099998,0,0.010011
13,0.55,0,0,0.10003,0,0.010007
13,0.6,0,0,0.10005,0,0.010002
13,0.65,0,0,0.1001,0,0.0099985
13,0.7,0,0,0.10017,0,0.0099961
13,0.75,0,0,0.10021,0,0.0099955
13,0.8,0,0,0.10019,0,0.0099967
13,0.85,0,0,0.10014,0,0.0099986
13,0.9,0,0,0.10009,0,0.01
13,0.95,0,0,0.10009,0,0.010001
13,1,0,0,0.1001,0,0.010001
14,0,1,0,0.099994,0,0.010002
14,0.05,1,0,0.099982,0,0.010001
14,0.1,1,0,0.099881,0,0.01
14,0.15,1,0,0.099778,0,0.0099982
14,0.2,1,0,0.099859,0,0.0099945
14,0.25,1,0,0.10004,0,0.0099904
14,0.3,1,0,0.10015,0,0.009987
14,0.35,1,0,0.10014,0,0.0099849
14,0.4,1,0,0.10009,0,0.0099842
14,0.45,1,0,0.10008,0,0.0099852
14,0.5,1,0,0.10012,0,0.0099876
14,0.55,1,0,0.10015,0,0.0099909
14,0.6,1,0,0.10012,0,0.0099942
14,0.65,1,0,0.10006,0,0.0099968
14,0.7,1,0,0.10002,0,0.0099985
14,0.75,1,0,0.10003,0,0.0099996
14,0.8,1,0,0.10005,0,0.010001
14,0.85,1,0,0.10006,0,0.010002
14,0.9,1,0,0.10005,0,0.010002
14,0.95,1,0,0.1,0,0.010002
14,1,1,0,0.099974,0,0.010001
14,0,0,0,0.099982,0,0.010003
14,0.05,0,0,0.099968,0,0.010002
14,0.1,0,0,0.099863,0,0.010002
14,0.15,0,0,0.099759,0,0.0099996
14,0.2,0,0,0.099843,0,0.0099959
14,0.25,0,0,0.10003,0,0.0099917
14,0.3,0,0,0.10014,0,0.0099883
14,0.35,0,0,0.10013,0,0.0099863
14,0.4,0,0,0.10009,0,0.0099857
14,0.45,0,0,0.10008,0,0.0099867
14,0.5,0,0,0.10012,0,0.0099892
14,0.55,0,0,0.10015,0,0.0099925
14,0.6,0,0,0.10012,0,0.0099957
14,0.65,0,0,0.10006,0,0.0099982
14,0.7,0,0,0.10003,0,0.0099998
14,0.75,0,0,0.10005,0,0.010001
14,0.8,0,0,0.10009,0,0.010002
14,0.85,0,0,0.10011,0,0.010002
14,0.9,0,0,0.10012,0,0.010003
14,0.95,0,0,0.1001,0,0.010002
14,1,0,0,0.1001,0,0.010001
15,0,1,0,0.10006,0,0.0099912
15,0.05,1,0,0.10013,0,0.0099913
15,0.1,1,0,0.10026,0,0.0099918
15,0.15,1,0,0.10025,0,0.0099929
15,0.2,1,0,0.10013,0,0.0099945
15,0.25,1,0,0.10006,0,0.0099956
15,0.3,1,0,0.10008,0,0.0099963
15,0.35,1,0,0.10012,0,0.0099962
15,0.4,1,0,0.10012,0,0.0099952
15,0.45,1,0,0.10004,0,0.0099938
15,0.5,1,0,0.099963,0,0.0099927
15,0.55,1,0,0.09994,0,0.009992
15,0.6,1,0,0.099958,0,0.0099918
15,0.65,1,0,0.099961,0,0.0099915
15,0.7,1,0,0.099924,0,0.0099908
15,0.75,1,0,0.099872,0,0.0099898
15,0.8,1,0,0.099842,0,0.0099891
15,0.85,1,0,0.099832,0,0.0099897
15,0.9,1,0,0.099826,0,0.0099919
15,0.95,1,0,0.099775,0,0.0099955
15,1,1,0,0.099726,0,0.0099975
15,0,0,0,0.10004,0,0.0099927
15,0.05,0,0,0.10012,0,0.009993
15,0.1,0,0,0.10024,0,0.0099936
15,0.15,0,0,0.10023,0,0.0099948
15,0.2,0,0,0.10011,0,0.0099962
15,0.25,0,0,0.10004,0,0.0099974
15,0.3,0,0,0.10006,0,0.009998
15,0.35,0,0,0.10011,0,0.0099978
15,0.4,0,0,0.10011,0,0.0099968
15,0.45,0,0,0.10004,0,0.0099953
15,0.5,0,0,0.099962,0,0.0099941
15,0.55,0,0,0.099945,0,0.0099934
15,0.6,0,0,0.099968,0,0.009993
15,0.65,0,0,0.099974,0,0.0099927
15,0.7,0,0,0.09994,0,0.0099919
15,0.75,0,0,0.099895,0,0.0099908
15,0.8,0,0,0.099874,0,0.00999
